"time","zip","sex","race","age","tests","cases","date"
1,46324,"male","other","65-74",1,0,2020-05-11
1,46324,"male","white","35-64",1,0,2020-05-11
1,46324,"male","white","65-74",1,0,2020-05-11
1,46327,"female","other","18-34",1,0,2020-05-11
1,46327,"female","other","35-64",3,0,2020-05-11
1,46327,"female","white","65-74",1,0,2020-05-11
1,46340,"female","white","35-64",1,0,2020-05-11
1,46341,"female","white","35-64",1,0,2020-05-11
1,46341,"male","white","65-74",1,0,2020-05-11
1,46342,"female","other","18-34",1,0,2020-05-11
1,46342,"female","white","0-17",1,0,2020-05-11
1,46342,"female","white","35-64",3,0,2020-05-11
1,46342,"female","white","65-74",4,0,2020-05-11
1,46342,"female","white","75+",3,0,2020-05-11
1,46342,"male","white","35-64",3,0,2020-05-11
1,46342,"male","white","65-74",2,0,2020-05-11
1,46342,"male","white","75+",3,0,2020-05-11
1,46349,"female","white","65-74",1,0,2020-05-11
1,46350,"male","other","75+",1,0,2020-05-11
1,46350,"male","white","75+",1,0,2020-05-11
1,46356,"female","white","35-64",4,0,2020-05-11
1,46356,"male","other","18-34",1,0,2020-05-11
1,46356,"male","white","75+",1,0,2020-05-11
1,46360,"male","black","35-64",1,0,2020-05-11
1,46368,"female","white","18-34",1,0,2020-05-11
1,46368,"female","white","35-64",1,0,2020-05-11
1,46368,"female","white","65-74",2,0,2020-05-11
1,46368,"male","white","35-64",3,0,2020-05-11
1,46368,"male","white","65-74",2,0,2020-05-11
1,46368,"male","white","75+",2,0,2020-05-11
1,46373,"female","white","35-64",2,0,2020-05-11
1,46373,"male","white","0-17",1,0,2020-05-11
1,46373,"male","white","18-34",1,0,2020-05-11
1,46373,"male","white","35-64",1,0,2020-05-11
1,46375,"female","other","35-64",2,0,2020-05-11
1,46375,"female","other","65-74",1,0,2020-05-11
1,46375,"female","other","75+",1,0,2020-05-11
1,46375,"female","white","35-64",4,0,2020-05-11
1,46375,"female","white","65-74",2,0,2020-05-11
1,46375,"female","white","75+",1,0,2020-05-11
1,46375,"male","other","75+",1,0,2020-05-11
1,46375,"male","white","35-64",2,0,2020-05-11
1,46375,"male","white","65-74",2,0,2020-05-11
1,46375,"male","white","75+",1,0,2020-05-11
1,46383,"female","other","18-34",1,0,2020-05-11
1,46383,"female","white","35-64",1,0,2020-05-11
1,46383,"female","white","65-74",1,0,2020-05-11
1,46383,"male","other","35-64",1,0,2020-05-11
1,46383,"male","white","35-64",1,0,2020-05-11
1,46385,"female","other","18-34",1,0,2020-05-11
1,46385,"female","other","65-74",1,0,2020-05-11
1,46385,"female","white","18-34",3,0,2020-05-11
1,46385,"female","white","35-64",3,0,2020-05-11
1,46385,"female","white","65-74",1,0,2020-05-11
1,46385,"female","white","75+",1,0,2020-05-11
1,46385,"male","white","35-64",1,0,2020-05-11
1,46385,"male","white","65-74",2,0,2020-05-11
1,46385,"male","white","75+",1,0,2020-05-11
1,46391,"female","white","75+",1,0,2020-05-11
1,46392,"female","white","35-64",1,0,2020-05-11
1,46392,"male","white","75+",1,0,2020-05-11
1,46394,"female","other","18-34",1,0,2020-05-11
1,46394,"female","other","35-64",1,0,2020-05-11
1,46394,"female","white","0-17",1,0,2020-05-11
1,46394,"female","white","35-64",2,0,2020-05-11
1,46394,"male","other","35-64",2,0,2020-05-11
1,46402,"female","black","35-64",1,0,2020-05-11
1,46402,"female","black","75+",1,0,2020-05-11
1,46403,"female","black","65-74",1,0,2020-05-11
1,46403,"male","black","35-64",1,0,2020-05-11
1,46404,"female","black","65-74",2,0,2020-05-11
1,46404,"female","black","75+",1,0,2020-05-11
1,46404,"male","black","65-74",1,0,2020-05-11
1,46405,"female","black","35-64",1,0,2020-05-11
1,46405,"female","other","35-64",1,0,2020-05-11
1,46405,"female","white","18-34",1,0,2020-05-11
1,46405,"female","white","35-64",3,0,2020-05-11
1,46405,"female","white","65-74",1,0,2020-05-11
1,46405,"female","white","75+",1,0,2020-05-11
1,46405,"male","other","35-64",1,0,2020-05-11
1,46405,"male","white","18-34",1,0,2020-05-11
1,46405,"male","white","35-64",1,0,2020-05-11
1,46406,"female","black","35-64",1,0,2020-05-11
1,46406,"female","white","65-74",1,0,2020-05-11
1,46406,"male","white","35-64",1,0,2020-05-11
1,46407,"male","black","65-74",1,0,2020-05-11
1,46408,"female","black","65-74",1,0,2020-05-11
1,46408,"female","white","35-64",1,0,2020-05-11
1,46408,"female","white","65-74",1,0,2020-05-11
1,46409,"female","black","75+",1,0,2020-05-11
1,46410,"female","black","35-64",2,0,2020-05-11
1,46410,"female","black","65-74",1,0,2020-05-11
1,46410,"female","other","75+",1,0,2020-05-11
1,46410,"female","white","18-34",1,0,2020-05-11
1,46410,"female","white","35-64",1,0,2020-05-11
1,46410,"male","white","35-64",1,0,2020-05-11
1,46410,"male","white","65-74",1,0,2020-05-11
1,46410,"male","white","75+",3,0,2020-05-11
1,46501,"female","white","35-64",1,0,2020-05-11
1,47960,"female","other","65-74",1,0,2020-05-11
1,49021,"female","white","65-74",1,0,2020-05-11
1,56155,"female","white","35-64",1,0,2020-05-11
1,60148,"female","white","35-64",1,0,2020-05-11
1,60401,"female","white","0-17",1,0,2020-05-11
1,60401,"female","white","65-74",1,0,2020-05-11
1,60409,"male","other","35-64",1,0,2020-05-11
1,60409,"male","white","75+",1,0,2020-05-11
1,60438,"female","black","35-64",1,0,2020-05-11
1,60438,"female","white","65-74",1,0,2020-05-11
1,60914,"male","white","75+",1,0,2020-05-11
1,60940,"male","white","18-34",1,0,2020-05-11
2,29575,"male","white","75+",1,0,2020-05-18
2,31313,"female","white","35-64",1,0,2020-05-18
2,32159,"female","white","75+",1,0,2020-05-18
2,34606,"female","white","35-64",1,0,2020-05-18
2,34639,"female","black","18-34",1,0,2020-05-18
2,46055,"female","white","75+",1,0,2020-05-18
2,46112,"male","white","65-74",1,0,2020-05-18
2,46303,"female","white","0-17",1,0,2020-05-18
2,46303,"female","white","18-34",2,0,2020-05-18
2,46303,"female","white","35-64",1,0,2020-05-18
2,46303,"female","white","65-74",1,0,2020-05-18
2,46303,"female","white","75+",1,0,2020-05-18
2,46303,"male","white","0-17",1,0,2020-05-18
2,46303,"male","white","35-64",2,0,2020-05-18
2,46304,"female","white","0-17",1,0,2020-05-18
2,46304,"female","white","35-64",1,0,2020-05-18
2,46304,"female","white","75+",1,0,2020-05-18
2,46304,"male","white","35-64",1,0,2020-05-18
2,46304,"male","white","75+",1,0,2020-05-18
2,46307,"female","white","0-17",1,0,2020-05-18
2,46307,"female","white","35-64",11,0,2020-05-18
2,46307,"female","white","65-74",8,0,2020-05-18
2,46307,"male","other","35-64",1,0,2020-05-18
2,46307,"male","white","18-34",1,0,2020-05-18
2,46307,"male","white","35-64",7,0,2020-05-18
2,46307,"male","white","65-74",5,0,2020-05-18
2,46307,"male","white","75+",7,0,2020-05-18
2,46310,"female","white","18-34",1,0,2020-05-18
2,46310,"female","white","35-64",1,0,2020-05-18
2,46310,"female","white","65-74",1,0,2020-05-18
2,46310,"male","white","35-64",1,0,2020-05-18
2,46310,"male","white","65-74",2,0,2020-05-18
2,46310,"male","white","75+",1,0,2020-05-18
2,46311,"female","black","18-34",1,0,2020-05-18
2,46311,"female","other","35-64",1,0,2020-05-18
2,46311,"female","white","0-17",1,0,2020-05-18
2,46311,"female","white","18-34",1,0,2020-05-18
2,46311,"female","white","35-64",4,0,2020-05-18
2,46311,"female","white","65-74",6,0,2020-05-18
2,46311,"female","white","75+",6,0,2020-05-18
2,46311,"male","other","75+",1,0,2020-05-18
2,46311,"male","white","35-64",3,0,2020-05-18
2,46311,"male","white","65-74",2,0,2020-05-18
2,46312,"female","black","18-34",1,0,2020-05-18
2,46312,"female","black","35-64",3,0,2020-05-18
2,46312,"female","black","65-74",1,0,2020-05-18
2,46312,"female","black","75+",2,0,2020-05-18
2,46312,"female","other","18-34",2,0,2020-05-18
2,46312,"female","other","35-64",7,0,2020-05-18
2,46312,"female","other","65-74",1,0,2020-05-18
2,46312,"female","other","75+",2,0,2020-05-18
2,46312,"female","white","35-64",1,0,2020-05-18
2,46312,"male","black","35-64",2,0,2020-05-18
2,46312,"male","black","65-74",2,0,2020-05-18
2,46312,"male","black","75+",2,0,2020-05-18
2,46312,"male","other","35-64",6,0,2020-05-18
2,46312,"male","other","65-74",1,0,2020-05-18
2,46312,"male","other","75+",1,0,2020-05-18
2,46312,"male","white","35-64",1,0,2020-05-18
2,46312,"male","white","65-74",2,0,2020-05-18
2,46319,"female","black","35-64",1,0,2020-05-18
2,46319,"female","other","0-17",1,0,2020-05-18
2,46319,"female","other","18-34",1,0,2020-05-18
2,46319,"female","white","18-34",1,0,2020-05-18
2,46319,"female","white","35-64",3,0,2020-05-18
2,46319,"female","white","75+",2,0,2020-05-18
2,46319,"male","black","65-74",1,0,2020-05-18
2,46319,"male","other","35-64",1,0,2020-05-18
2,46319,"male","white","18-34",1,0,2020-05-18
2,46319,"male","white","35-64",1,0,2020-05-18
2,46319,"male","white","65-74",2,1,2020-05-18
2,46319,"male","white","75+",1,0,2020-05-18
2,46320,"female","black","35-64",1,0,2020-05-18
2,46320,"female","black","65-74",1,0,2020-05-18
2,46320,"female","white","35-64",1,0,2020-05-18
2,46320,"female","white","65-74",1,0,2020-05-18
2,46320,"male","black","75+",1,0,2020-05-18
2,46320,"male","other","35-64",2,0,2020-05-18
2,46320,"male","white","65-74",1,0,2020-05-18
2,46321,"female","other","18-34",1,0,2020-05-18
2,46321,"female","white","18-34",1,0,2020-05-18
2,46321,"female","white","35-64",4,0,2020-05-18
2,46321,"female","white","65-74",3,0,2020-05-18
2,46321,"female","white","75+",1,0,2020-05-18
2,46321,"male","other","65-74",1,0,2020-05-18
2,46321,"male","white","18-34",2,0,2020-05-18
2,46321,"male","white","35-64",6,0,2020-05-18
2,46321,"male","white","65-74",3,0,2020-05-18
2,46321,"male","white","75+",6,0,2020-05-18
2,46322,"female","black","35-64",1,0,2020-05-18
2,46322,"female","other","18-34",3,0,2020-05-18
2,46322,"female","other","35-64",1,0,2020-05-18
2,46322,"female","white","18-34",3,0,2020-05-18
2,46322,"female","white","35-64",5,0,2020-05-18
2,46322,"female","white","75+",1,0,2020-05-18
2,46322,"male","white","35-64",2,0,2020-05-18
2,46322,"male","white","65-74",1,0,2020-05-18
2,46322,"male","white","75+",2,0,2020-05-18
2,46323,"female","black","18-34",1,0,2020-05-18
2,46323,"female","black","35-64",2,0,2020-05-18
2,46323,"female","black","65-74",1,0,2020-05-18
2,46323,"female","other","65-74",1,0,2020-05-18
2,46323,"female","white","35-64",5,0,2020-05-18
2,46323,"female","white","75+",1,0,2020-05-18
2,46323,"male","other","18-34",1,0,2020-05-18
2,46323,"male","other","35-64",1,0,2020-05-18
2,46323,"male","white","35-64",3,0,2020-05-18
2,46323,"male","white","65-74",1,0,2020-05-18
2,46323,"male","white","75+",2,0,2020-05-18
2,46324,"female","other","0-17",1,0,2020-05-18
2,46324,"female","other","18-34",1,0,2020-05-18
2,46324,"female","other","35-64",1,0,2020-05-18
2,46324,"female","white","35-64",1,0,2020-05-18
2,46324,"female","white","65-74",1,0,2020-05-18
2,46324,"female","white","75+",1,0,2020-05-18
2,46324,"male","other","35-64",1,0,2020-05-18
2,46324,"male","other","65-74",1,0,2020-05-18
2,46324,"male","other","75+",1,0,2020-05-18
2,46324,"male","white","35-64",1,0,2020-05-18
2,46325,"female","black","18-34",1,0,2020-05-18
2,46327,"female","black","65-74",1,0,2020-05-18
2,46327,"female","other","35-64",1,0,2020-05-18
2,46327,"female","other","65-74",1,0,2020-05-18
2,46327,"female","white","18-34",2,0,2020-05-18
2,46327,"female","white","35-64",1,0,2020-05-18
2,46327,"female","white","75+",1,0,2020-05-18
2,46327,"male","black","0-17",1,0,2020-05-18
2,46327,"male","black","18-34",1,0,2020-05-18
2,46327,"male","other","0-17",1,0,2020-05-18
2,46327,"male","white","65-74",1,0,2020-05-18
2,46340,"female","white","75+",1,0,2020-05-18
2,46341,"female","other","18-34",1,0,2020-05-18
2,46341,"female","white","18-34",1,0,2020-05-18
2,46341,"female","white","35-64",1,0,2020-05-18
2,46341,"female","white","65-74",1,0,2020-05-18
2,46341,"female","white","75+",1,0,2020-05-18
2,46341,"male","white","0-17",1,0,2020-05-18
2,46341,"male","white","35-64",2,0,2020-05-18
2,46342,"female","black","18-34",1,0,2020-05-18
2,46342,"female","other","0-17",1,0,2020-05-18
2,46342,"female","other","18-34",1,0,2020-05-18
2,46342,"female","other","35-64",3,0,2020-05-18
2,46342,"female","other","65-74",1,0,2020-05-18
2,46342,"female","white","18-34",1,0,2020-05-18
2,46342,"female","white","35-64",10,0,2020-05-18
2,46342,"female","white","65-74",5,0,2020-05-18
2,46342,"female","white","75+",4,0,2020-05-18
2,46342,"male","other","18-34",1,0,2020-05-18
2,46342,"male","other","35-64",4,0,2020-05-18
2,46342,"male","white","0-17",3,0,2020-05-18
2,46342,"male","white","35-64",7,0,2020-05-18
2,46342,"male","white","65-74",5,0,2020-05-18
2,46342,"male","white","75+",3,0,2020-05-18
2,46347,"female","white","35-64",1,0,2020-05-18
2,46347,"female","white","65-74",1,0,2020-05-18
2,46348,"male","white","35-64",1,0,2020-05-18
2,46349,"female","white","75+",1,0,2020-05-18
2,46349,"male","white","35-64",1,0,2020-05-18
2,46350,"female","white","35-64",1,0,2020-05-18
2,46350,"female","white","65-74",1,0,2020-05-18
2,46350,"male","white","35-64",2,0,2020-05-18
2,46350,"male","white","75+",1,0,2020-05-18
2,46356,"female","other","0-17",1,0,2020-05-18
2,46356,"female","white","35-64",2,0,2020-05-18
2,46356,"female","white","65-74",1,0,2020-05-18
2,46356,"male","other","18-34",1,0,2020-05-18
2,46356,"male","other","65-74",1,0,2020-05-18
2,46356,"male","white","35-64",2,1,2020-05-18
2,46356,"male","white","75+",2,0,2020-05-18
2,46360,"female","white","18-34",1,0,2020-05-18
2,46360,"male","white","35-64",1,0,2020-05-18
2,46366,"female","white","0-17",1,0,2020-05-18
2,46366,"male","white","65-74",1,0,2020-05-18
2,46368,"female","other","35-64",1,0,2020-05-18
2,46368,"female","other","65-74",1,0,2020-05-18
2,46368,"female","white","0-17",1,0,2020-05-18
2,46368,"female","white","18-34",4,0,2020-05-18
2,46368,"female","white","35-64",5,0,2020-05-18
2,46368,"female","white","65-74",1,0,2020-05-18
2,46368,"female","white","75+",2,0,2020-05-18
2,46368,"male","other","35-64",1,0,2020-05-18
2,46368,"male","white","0-17",1,0,2020-05-18
2,46368,"male","white","35-64",5,0,2020-05-18
2,46368,"male","white","75+",1,0,2020-05-18
2,46373,"female","other","18-34",1,0,2020-05-18
2,46373,"female","white","0-17",1,0,2020-05-18
2,46373,"female","white","18-34",2,0,2020-05-18
2,46373,"female","white","35-64",3,0,2020-05-18
2,46373,"female","white","65-74",2,0,2020-05-18
2,46373,"female","white","75+",1,0,2020-05-18
2,46373,"male","white","18-34",2,0,2020-05-18
2,46373,"male","white","35-64",2,0,2020-05-18
2,46373,"male","white","65-74",1,0,2020-05-18
2,46373,"male","white","75+",1,0,2020-05-18
2,46375,"female","other","0-17",1,0,2020-05-18
2,46375,"female","other","35-64",2,0,2020-05-18
2,46375,"female","other","75+",1,0,2020-05-18
2,46375,"female","white","18-34",2,0,2020-05-18
2,46375,"female","white","35-64",6,0,2020-05-18
2,46375,"female","white","65-74",3,0,2020-05-18
2,46375,"female","white","75+",1,0,2020-05-18
2,46375,"male","black","35-64",1,0,2020-05-18
2,46375,"male","white","0-17",1,0,2020-05-18
2,46375,"male","white","18-34",3,0,2020-05-18
2,46375,"male","white","35-64",3,0,2020-05-18
2,46375,"male","white","65-74",2,0,2020-05-18
2,46375,"male","white","75+",3,0,2020-05-18
2,46377,"female","white","18-34",1,0,2020-05-18
2,46383,"female","white","18-34",1,0,2020-05-18
2,46383,"female","white","35-64",3,0,2020-05-18
2,46383,"female","white","65-74",1,0,2020-05-18
2,46383,"female","white","75+",2,0,2020-05-18
2,46383,"male","white","35-64",2,0,2020-05-18
2,46383,"male","white","65-74",2,0,2020-05-18
2,46383,"male","white","75+",1,0,2020-05-18
2,46385,"female","other","35-64",4,0,2020-05-18
2,46385,"female","white","0-17",1,0,2020-05-18
2,46385,"female","white","18-34",4,0,2020-05-18
2,46385,"female","white","35-64",8,0,2020-05-18
2,46385,"female","white","65-74",6,0,2020-05-18
2,46385,"female","white","75+",1,0,2020-05-18
2,46385,"male","black","35-64",1,0,2020-05-18
2,46385,"male","other","18-34",2,0,2020-05-18
2,46385,"male","white","35-64",4,0,2020-05-18
2,46385,"male","white","65-74",2,0,2020-05-18
2,46385,"male","white","75+",3,0,2020-05-18
2,46390,"female","white","35-64",1,0,2020-05-18
2,46391,"female","white","65-74",1,0,2020-05-18
2,46391,"male","white","18-34",1,0,2020-05-18
2,46392,"female","white","18-34",1,0,2020-05-18
2,46392,"female","white","35-64",2,0,2020-05-18
2,46392,"female","white","75+",1,0,2020-05-18
2,46393,"female","white","65-74",1,0,2020-05-18
2,46394,"female","black","18-34",1,0,2020-05-18
2,46394,"female","other","18-34",1,0,2020-05-18
2,46394,"female","other","35-64",1,0,2020-05-18
2,46394,"female","other","65-74",1,0,2020-05-18
2,46394,"female","white","35-64",2,0,2020-05-18
2,46394,"female","white","75+",1,0,2020-05-18
2,46394,"male","white","35-64",1,0,2020-05-18
2,46394,"male","white","75+",1,0,2020-05-18
2,46402,"female","black","18-34",1,0,2020-05-18
2,46402,"female","black","35-64",1,0,2020-05-18
2,46403,"female","black","35-64",2,0,2020-05-18
2,46403,"female","black","65-74",1,0,2020-05-18
2,46403,"female","black","75+",1,0,2020-05-18
2,46403,"female","white","35-64",1,0,2020-05-18
2,46403,"male","black","35-64",2,0,2020-05-18
2,46404,"female","black","35-64",2,0,2020-05-18
2,46404,"female","black","75+",1,0,2020-05-18
2,46404,"male","black","65-74",1,1,2020-05-18
2,46405,"female","black","65-74",1,0,2020-05-18
2,46405,"female","white","0-17",1,0,2020-05-18
2,46405,"female","white","18-34",1,0,2020-05-18
2,46405,"female","white","35-64",1,0,2020-05-18
2,46405,"female","white","65-74",2,0,2020-05-18
2,46405,"female","white","75+",1,0,2020-05-18
2,46405,"male","black","35-64",1,0,2020-05-18
2,46405,"male","other","65-74",1,0,2020-05-18
2,46405,"male","white","35-64",2,0,2020-05-18
2,46405,"male","white","65-74",1,0,2020-05-18
2,46405,"male","white","75+",1,0,2020-05-18
2,46406,"female","black","35-64",2,0,2020-05-18
2,46406,"male","white","35-64",1,0,2020-05-18
2,46407,"female","black","0-17",1,1,2020-05-18
2,46407,"female","black","65-74",1,0,2020-05-18
2,46407,"male","black","65-74",2,0,2020-05-18
2,46408,"female","black","18-34",1,0,2020-05-18
2,46408,"female","white","65-74",1,0,2020-05-18
2,46408,"male","black","35-64",2,0,2020-05-18
2,46408,"male","black","65-74",1,0,2020-05-18
2,46408,"male","white","35-64",1,0,2020-05-18
2,46408,"male","white","75+",2,0,2020-05-18
2,46409,"female","other","75+",1,0,2020-05-18
2,46409,"female","white","35-64",1,0,2020-05-18
2,46410,"female","black","35-64",1,0,2020-05-18
2,46410,"female","black","65-74",1,0,2020-05-18
2,46410,"female","black","75+",2,0,2020-05-18
2,46410,"female","other","35-64",1,1,2020-05-18
2,46410,"female","other","65-74",1,0,2020-05-18
2,46410,"female","white","18-34",1,0,2020-05-18
2,46410,"female","white","35-64",1,0,2020-05-18
2,46410,"female","white","75+",2,0,2020-05-18
2,46410,"male","black","35-64",2,0,2020-05-18
2,46410,"male","other","35-64",2,0,2020-05-18
2,46410,"male","other","75+",1,0,2020-05-18
2,46410,"male","white","35-64",2,0,2020-05-18
2,46514,"male","other","35-64",1,0,2020-05-18
2,46635,"female","white","35-64",1,0,2020-05-18
2,47978,"female","white","35-64",3,0,2020-05-18
2,49094,"male","white","75+",1,0,2020-05-18
2,60401,"female","white","35-64",1,0,2020-05-18
2,60409,"female","white","35-64",2,0,2020-05-18
2,60409,"male","black","35-64",1,0,2020-05-18
2,60411,"female","black","75+",1,0,2020-05-18
2,60411,"female","white","35-64",1,0,2020-05-18
2,60411,"female","white","75+",1,0,2020-05-18
2,60411,"male","white","35-64",1,0,2020-05-18
2,60411,"male","white","75+",1,0,2020-05-18
2,60419,"female","black","35-64",1,0,2020-05-18
2,60419,"male","black","65-74",1,0,2020-05-18
2,60422,"female","black","35-64",1,0,2020-05-18
2,60438,"female","white","35-64",1,0,2020-05-18
2,60438,"female","white","65-74",2,0,2020-05-18
2,60438,"female","white","75+",3,0,2020-05-18
2,60438,"male","white","0-17",1,0,2020-05-18
2,60438,"male","white","65-74",2,0,2020-05-18
2,60442,"male","white","35-64",1,0,2020-05-18
2,60443,"male","black","35-64",1,0,2020-05-18
2,60453,"female","other","35-64",1,0,2020-05-18
2,60468,"female","white","65-74",1,0,2020-05-18
2,60473,"female","black","35-64",1,0,2020-05-18
2,60475,"female","white","35-64",1,1,2020-05-18
2,60475,"male","white","35-64",1,0,2020-05-18
2,60476,"male","white","75+",1,0,2020-05-18
2,60477,"male","black","65-74",1,0,2020-05-18
2,60478,"female","white","35-64",1,0,2020-05-18
2,60516,"male","white","75+",1,0,2020-05-18
2,60617,"female","other","35-64",2,0,2020-05-18
2,60617,"female","white","18-34",1,0,2020-05-18
2,60619,"female","black","65-74",1,0,2020-05-18
2,60628,"male","black","35-64",1,0,2020-05-18
2,60633,"female","white","65-74",1,0,2020-05-18
2,60633,"female","white","75+",1,0,2020-05-18
2,60640,"male","white","35-64",1,0,2020-05-18
2,60958,"male","black","75+",1,0,2020-05-18
2,85338,"female","white","18-34",1,0,2020-05-18
3,15090,"female","white","65-74",1,0,2020-05-25
3,30080,"female","black","65-74",1,0,2020-05-25
3,33823,"male","white","35-64",1,0,2020-05-25
3,34238,"female","white","35-64",1,0,2020-05-25
3,37076,"male","white","35-64",1,0,2020-05-25
3,37876,"female","white","35-64",1,0,2020-05-25
3,46203,"female","white","75+",1,1,2020-05-25
3,46256,"male","white","65-74",1,0,2020-05-25
3,46303,"female","white","18-34",4,0,2020-05-25
3,46303,"female","white","35-64",5,0,2020-05-25
3,46303,"female","white","75+",1,0,2020-05-25
3,46303,"male","white","0-17",2,0,2020-05-25
3,46303,"male","white","18-34",1,0,2020-05-25
3,46303,"male","white","35-64",2,0,2020-05-25
3,46303,"male","white","65-74",3,0,2020-05-25
3,46303,"male","white","75+",3,0,2020-05-25
3,46304,"female","white","18-34",1,0,2020-05-25
3,46304,"female","white","35-64",3,0,2020-05-25
3,46304,"female","white","65-74",3,0,2020-05-25
3,46304,"male","white","35-64",1,0,2020-05-25
3,46304,"male","white","65-74",1,0,2020-05-25
3,46307,"female","other","35-64",2,0,2020-05-25
3,46307,"female","white","18-34",4,0,2020-05-25
3,46307,"female","white","35-64",14,0,2020-05-25
3,46307,"female","white","65-74",10,0,2020-05-25
3,46307,"female","white","75+",9,0,2020-05-25
3,46307,"male","black","65-74",1,0,2020-05-25
3,46307,"male","other","18-34",1,0,2020-05-25
3,46307,"male","white","0-17",1,0,2020-05-25
3,46307,"male","white","18-34",1,0,2020-05-25
3,46307,"male","white","35-64",7,0,2020-05-25
3,46307,"male","white","65-74",7,0,2020-05-25
3,46307,"male","white","75+",4,0,2020-05-25
3,46308,"female","black","65-74",1,0,2020-05-25
3,46310,"female","white","65-74",1,0,2020-05-25
3,46310,"female","white","75+",3,0,2020-05-25
3,46310,"male","white","35-64",3,0,2020-05-25
3,46310,"male","white","65-74",1,0,2020-05-25
3,46310,"male","white","75+",1,0,2020-05-25
3,46311,"female","black","35-64",1,0,2020-05-25
3,46311,"female","other","35-64",1,0,2020-05-25
3,46311,"female","other","65-74",1,0,2020-05-25
3,46311,"female","white","18-34",2,0,2020-05-25
3,46311,"female","white","35-64",13,0,2020-05-25
3,46311,"female","white","65-74",3,0,2020-05-25
3,46311,"female","white","75+",5,0,2020-05-25
3,46311,"male","other","65-74",2,0,2020-05-25
3,46311,"male","white","35-64",2,0,2020-05-25
3,46311,"male","white","65-74",6,0,2020-05-25
3,46311,"male","white","75+",2,0,2020-05-25
